circuit_id,width,depth,n_rx,n_ry,n_rz,n_cx,state_hamming_weight,f_state_prob_p25,f_state_prob_p50,f_state_prob_p75,fr_state_error_p25,fr_state_error_p50,fr_state_error_p75,fr_program_error_p25,fr_program_error_p50,fr_program_error_p75,state_bitstring,true_probability
16,5,10,8,9,10,9,3,0.125,0.14,0.145,0.0,0.0,0.0,0.16249999999999998,0.16500000000000004,0.16749999999999998,11100,0.155181965531842
16,5,10,8,9,10,9,4,0.0875,0.1025,0.1075,0.0,0.0,0.0,0.16249999999999998,0.16500000000000004,0.16749999999999998,11101,0.10801404027656593
16,5,10,8,9,10,9,4,0.02,0.03,0.035,0.0,0.0,0.0,0.16249999999999998,0.16500000000000004,0.16749999999999998,11110,0.025054826992187657
16,5,10,8,9,10,9,5,0.02,0.0275,0.03,0.0,0.0,0.0,0.16249999999999998,0.16500000000000004,0.16749999999999998,11111,0.029172199354969994
17,2,5,1,3,2,1,0,0.1175,0.13,0.1325,0.08499999999999996,0.08999999999999997,0.09499999999999997,0.08499999999999996,0.08999999999999997,0.09499999999999997,00,0.1030063508400302
17,2,5,1,3,2,1,1,0.215,0.22,0.2225,0.0575,0.0725,0.08,0.08499999999999996,0.08999999999999997,0.09499999999999997,01,0.24290807041929288
17,2,5,1,3,2,1,1,0.4125,0.4125,0.4275,0.015,0.015,0.025,0.08499999999999996,0.08999999999999997,0.09499999999999997,10,0.433190248155754
17,2,5,1,3,2,1,2,0.2275,0.235,0.24,0.0025,0.0025,0.0025,0.08499999999999996,0.08999999999999997,0.09499999999999997,11,0.22089533058492297
18,5,7,11,9,4,3,0,0.0075,0.01,0.0175,0.14249999999999996,0.14749999999999996,0.15249999999999997,0.14249999999999996,0.14749999999999996,0.15249999999999997,00000,0.014191420964049527
18,5,7,11,9,4,3,1,0.0125,0.0125,0.0175,0.0625,0.07,0.0725,0.14249999999999996,0.14749999999999996,0.15249999999999997,00001,0.011475028118923251
18,5,7,11,9,4,3,1,0.005,0.0075,0.0075,0.0125,0.0175,0.02,0.14249999999999996,0.14749999999999996,0.15249999999999997,00010,0.006280963876858525
18,5,7,11,9,4,3,2,0.0025,0.005,0.0075,0.0025,0.0025,0.0025,0.14249999999999996,0.14749999999999996,0.15249999999999997,00011,0.005078718845947501
18,5,7,11,9,4,3,1,0.0425,0.0475,0.05,0.01,0.0125,0.02,0.14249999999999996,0.14749999999999996,0.15249999999999997,00100,0.041877504264146895
18,5,7,11,9,4,3,2,0.195,0.195,0.21,0.0,0.0,0.0025,0.14249999999999996,0.14749999999999996,0.15249999999999997,00101,0.2220974504663272
18,5,7,11,9,4,3,2,0.02,0.0225,0.0225,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,00110,0.018534514070325983
18,5,7,11,9,4,3,3,0.095,0.0975,0.1075,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,00111,0.0982978425525696
18,5,7,11,9,4,3,1,0.0225,0.0325,0.0375,0.015,0.015,0.0175,0.14249999999999996,0.14749999999999996,0.15249999999999997,01000,0.027433863382724036
18,5,7,11,9,4,3,2,0.02,0.0225,0.025,0.0,0.0025,0.0025,0.14249999999999996,0.14749999999999996,0.15249999999999997,01001,0.02215722203437489
18,5,7,11,9,4,3,2,0.01,0.0125,0.015,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01010,0.012141920484641328
18,5,7,11,9,4,3,3,0.01,0.0175,0.0175,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01011,0.009806538158651762
18,5,7,11,9,4,3,2,0.0025,0.0075,0.0075,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01100,0.0006857933126745787
18,5,7,11,9,4,3,3,0.0275,0.03,0.04,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01101,0.03081180710005124
18,5,7,11,9,4,3,3,0.0025,0.005,0.005,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01110,0.00030352443457297255
18,5,7,11,9,4,3,4,0.0125,0.02,0.02,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,01111,0.013636960517654284
18,5,7,11,9,4,3,1,0.0025,0.0075,0.0075,0.02,0.0225,0.0275,0.14249999999999996,0.14749999999999996,0.15249999999999997,10000,0.005445292891750272
18,5,7,11,9,4,3,2,0.005,0.005,0.0175,0.0025,0.0025,0.005,0.14249999999999996,0.14749999999999996,0.15249999999999997,10001,0.004403004407162427
18,5,7,11,9,4,3,2,0.0,0.0025,0.005,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,10010,0.0024100256090379877
18,5,7,11,9,4,3,3,0.0025,0.005,0.0075,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,10011,0.0019487204065818
18,5,7,11,9,4,3,2,0.025,0.0325,0.0325,0.0,0.0025,0.0025,0.14249999999999996,0.14749999999999996,0.15249999999999997,10100,0.01606853019662175
18,5,7,11,9,4,3,3,0.065,0.075,0.0825,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,10101,0.08521949080108536
18,5,7,11,9,4,3,3,0.0075,0.0075,0.01,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,10110,0.007111751386620288
18,5,7,11,9,4,3,4,0.0275,0.0275,0.0325,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,10111,0.037717191582283795
18,5,7,11,9,4,3,2,0.0525,0.075,0.075,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11000,0.07149762403493423
18,5,7,11,9,4,3,3,0.0525,0.055,0.0625,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11001,0.057745739583653
18,5,7,11,9,4,3,3,0.025,0.0275,0.035,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11010,0.03164404713116831
18,5,7,11,9,4,3,4,0.0225,0.0275,0.03,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11011,0.025557617189019475
18,5,7,11,9,4,3,3,0.0025,0.0075,0.01,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11100,0.001787301764656175
18,5,7,11,9,4,3,4,0.0625,0.065,0.075,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11101,0.08030115806670014
18,5,7,11,9,4,3,4,0.0025,0.0025,0.005,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11110,0.0007910397309254065
18,5,7,11,9,4,3,5,0.0225,0.0275,0.0325,0.0,0.0,0.0,0.14249999999999996,0.14749999999999996,0.15249999999999997,11111,0.03554039263330599
19,3,7,7,5,4,1,0,0.0725,0.075,0.085,0.09750000000000003,0.10250000000000004,0.10499999999999998,0.09750000000000003,0.10250000000000004,0.10499999999999998,000,0.08353527711140257
19,3,7,7,5,4,1,1,0.0175,0.0175,0.0225,0.0625,0.07,0.0725,0.09750000000000003,0.10250000000000004,0.10499999999999998,001,0.002954647262314622
19,3,7,7,5,4,1,1,0.0375,0.0375,0.04,0.0175,0.02,0.0275,0.09750000000000003,0.10250000000000004,0.10499999999999998,010,0.009739770100982897
19,3,7,7,5,4,1,2,0.25,0.265,0.2675,0.0,0.0,0.0,0.09750000000000003,0.10250000000000004,0.10499999999999998,011,0.2753676910148619
19,3,7,7,5,4,1,1,0.095,0.1125,0.1225,0.0075,0.0125,0.0125,0.09750000000000003,0.10250000000000004,0.10499999999999998,100,0.14126522034459743
19,3,7,7,5,4,1,2,0.0225,0.025,0.025,0.0,0.0,0.0025,0.09750000000000003,0.10250000000000004,0.10499999999999998,101,0.004996558471875386
19,3,7,7,5,4,1,2,0.0475,0.0575,0.0625,0.0,0.0025,0.0025,0.09750000000000003,0.10250000000000004,0.10499999999999998,110,0.016470775186226826
19,3,7,7,5,4,1,3,0.405,0.41,0.435,0.0,0.0,0.0,0.09750000000000003,0.10250000000000004,0.10499999999999998,111,0.46567006050773796
20,3,9,9,6,3,3,0,0.045,0.0575,0.0625,0.09499999999999997,0.09999999999999998,0.11499999999999999,0.09499999999999997,0.09999999999999998,0.11499999999999999,000,0.014070951090258752
20,3,9,9,6,3,3,1,0.3425,0.3575,0.3575,0.0625,0.0675,0.075,0.09499999999999997,0.09999999999999998,0.11499999999999999,001,0.4122217179065492
20,3,9,9,6,3,3,1,0.135,0.1375,0.15,0.0175,0.0175,0.0175,0.09499999999999997,0.09999999999999998,0.11499999999999999,010,0.15353285211345985
20,3,9,9,6,3,3,2,0.05,0.0525,0.0625,0.0,0.0,0.0,0.09499999999999997,0.09999999999999998,0.11499999999999999,011,0.037775535634298
20,3,9,9,6,3,3,1,0.0325,0.035,0.04,0.0075,0.0075,0.0225,0.09499999999999997,0.09999999999999998,0.11499999999999999,100,0.012858484842570175
20,3,9,9,6,3,3,2,0.2275,0.2425,0.245,0.0,0.0025,0.0025,0.09499999999999997,0.09999999999999998,0.11499999999999999,101,0.2744636797478914
20,3,9,9,6,3,3,2,0.085,0.0875,0.09,0.0,0.0,0.0,0.09499999999999997,0.09999999999999998,0.11499999999999999,110,0.08111965723475816
20,3,9,9,6,3,3,3,0.025,0.0275,0.0275,0.0,0.0,0.0,0.09499999999999997,0.09999999999999998,0.11499999999999999,111,0.01395712143021446
21,5,4,7,1,3,2,0,0.0075,0.01,0.0125,0.14249999999999996,0.15249999999999997,0.16000000000000003,0.14249999999999996,0.15249999999999997,0.16000000000000003,00000,0.00017882487623224438
21,5,4,7,1,3,2,1,0.095,0.1,0.1025,0.0525,0.0625,0.0675,0.14249999999999996,0.15249999999999997,0.16000000000000003,00001,0.11775007778002455
21,5,4,7,1,3,2,1,0.0075,0.0075,0.01,0.0175,0.02,0.0225,0.14249999999999996,0.15249999999999997,0.16000000000000003,00010,0.00027618869296937266
21,5,4,7,1,3,2,2,0.145,0.1525,0.155,0.0,0.0,0.0025,0.14249999999999996,0.15249999999999997,0.16000000000000003,00011,0.18186082811471255
21,5,4,7,1,3,2,1,0.0,0.0,0.0,0.01,0.01,0.0125,0.14249999999999996,0.15249999999999997,0.16000000000000003,00100,5.913662124985759e-07
21,5,4,7,1,3,2,2,0.0,0.0025,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,00101,0.0003893944678465828
21,5,4,7,1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,00110,9.133441875509025e-07
21,5,4,7,1,3,2,3,0.0,0.0,0.0075,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,00111,0.0006014059754437017
21,5,4,7,1,3,2,1,0.01,0.0125,0.0125,0.02,0.02,0.025,0.14249999999999996,0.15249999999999997,0.16000000000000003,01000,0.00018980167648426582
21,5,4,7,1,3,2,2,0.1075,0.115,0.1175,0.0,0.0,0.0025,0.14249999999999996,0.15249999999999997,0.16000000000000003,01001,0.12497792611233763
21,5,4,7,1,3,2,2,0.01,0.015,0.0175,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01010,0.00029314197250445464
21,5,4,7,1,3,2,3,0.165,0.1725,0.18,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01011,0.19302398408016036
21,5,4,7,1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01100,5.571657306554692e-07
21,5,4,7,1,3,2,3,0.0,0.0,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01101,0.0003668746178011673
21,5,4,7,1,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01110,8.605227536531772e-07
21,5,4,7,1,3,2,4,0.005,0.005,0.005,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,01111,0.0005666248639956952
21,5,4,7,1,3,2,1,0.0025,0.005,0.005,0.03,0.03,0.035,0.14249999999999996,0.15249999999999997,0.16000000000000003,10000,0.00011568686904760225
21,5,4,7,1,3,2,2,0.055,0.0725,0.0775,0.0025,0.0025,0.0025,0.14249999999999996,0.15249999999999997,0.16000000000000003,10001,0.07617585492295414
21,5,4,7,1,3,2,2,0.01,0.0125,0.015,0.0,0.0,0.0025,0.14249999999999996,0.15249999999999997,0.16000000000000003,10010,0.0001786742752416624
21,5,4,7,1,3,2,3,0.1125,0.1225,0.1225,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,10011,0.11765091216767568
21,5,4,7,1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,10100,3.4206558481530454e-07
21,5,4,7,1,3,2,3,0.0,0.0,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,10101,0.00022523851304424405
21,5,4,7,1,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,10110,5.283081905072673e-07
21,5,4,7,1,3,2,4,0.0,0.0,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,10111,0.0003478729125094612
21,5,4,7,1,3,2,2,0.0025,0.005,0.005,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11000,0.00010978750576770904
21,5,4,7,1,3,2,3,0.0625,0.0725,0.08,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11001,0.07229132554596811
21,5,4,7,1,3,2,3,0.005,0.005,0.005,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11010,0.00016956291742638196
21,5,4,7,1,3,2,4,0.0925,0.105,0.115,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11011,0.1116513940131794
21,5,4,7,1,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11100,3.604462660801133e-07
21,5,4,7,1,3,2,4,0.0,0.0,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11101,0.00023734156433208715
21,5,4,7,1,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11110,5.566965022532299e-07
21,5,4,7,1,3,2,5,0.0,0.0,0.0025,0.0,0.0,0.0,0.14249999999999996,0.15249999999999997,0.16000000000000003,11111,0.00036656564691286384
22,4,10,5,10,3,9,0,0.025,0.025,0.0275,0.10250000000000004,0.12250000000000005,0.15749999999999997,0.10250000000000004,0.12250000000000005,0.15749999999999997,0000,0.021036547444955287
22,4,10,5,10,3,9,1,0.015,0.0225,0.0225,0.0575,0.075,0.075,0.10250000000000004,0.12250000000000005,0.15749999999999997,0001,0.017482483506695408
22,4,10,5,10,3,9,1,0.0425,0.0425,0.055,0.015,0.0175,0.025,0.10250000000000004,0.12250000000000005,0.15749999999999997,0010,0.0484561890627683
22,4,10,5,10,3,9,2,0.03,0.035,0.04,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,0011,0.0402696558598217
22,4,10,5,10,3,9,1,0.0225,0.025,0.03,0.0125,0.015,0.015,0.10250000000000004,0.12250000000000005,0.15749999999999997,0100,0.02077153625934402
22,4,10,5,10,3,9,2,0.0075,0.015,0.0175,0.0,0.0025,0.0025,0.10250000000000004,0.12250000000000005,0.15749999999999997,0101,0.010327764346448233
22,4,10,5,10,3,9,2,0.04,0.0475,0.0525,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,0110,0.04784575466770754
22,4,10,5,10,3,9,3,0.0225,0.025,0.03,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,0111,0.02378926974954838
22,4,10,5,10,3,9,1,0.195,0.2,0.2025,0.0175,0.0175,0.02,0.10250000000000004,0.12250000000000005,0.15749999999999997,1000,0.1907488479975803
22,4,10,5,10,3,9,2,0.1425,0.15,0.165,0.0025,0.0025,0.0025,0.10250000000000004,0.12250000000000005,0.15749999999999997,1001,0.15852238100214233
22,4,10,5,10,3,9,2,0.035,0.035,0.0475,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1010,0.04192807360547361
22,4,10,5,10,3,9,3,0.035,0.045,0.0525,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1011,0.03484444665614472
22,4,10,5,10,3,9,2,0.17,0.175,0.175,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1100,0.18834585965103273
22,4,10,5,10,3,9,3,0.0875,0.09,0.095,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1101,0.09364698064785844
22,4,10,5,10,3,9,3,0.0325,0.0375,0.0375,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1110,0.04139987816248768
22,4,10,5,10,3,9,4,0.0225,0.0225,0.0225,0.0,0.0,0.0,0.10250000000000004,0.12250000000000005,0.15749999999999997,1111,0.02058433137999124
23,3,8,6,3,6,3,0,0.0075,0.0075,0.01,0.10999999999999999,0.11750000000000005,0.12749999999999995,0.10999999999999999,0.11750000000000005,0.12749999999999995,000,0.0032755278011323405
23,3,8,6,3,6,3,1,0.0075,0.0075,0.0125,0.07,0.0775,0.08,0.10999999999999999,0.11750000000000005,0.12749999999999995,001,0.002560321396579203
23,3,8,6,3,6,3,1,0.2475,0.2575,0.29,0.0225,0.0325,0.0325,0.10999999999999999,0.11750000000000005,0.12749999999999995,010,0.28543491776410057
23,3,8,6,3,6,3,2,0.2,0.225,0.225,0.0,0.0025,0.0025,0.10999999999999999,0.11750000000000005,0.12749999999999995,011,0.2231106470931539
23,3,8,6,3,6,3,1,0.0125,0.015,0.02,0.0075,0.015,0.02,0.10999999999999999,0.11750000000000005,0.12749999999999995,100,0.003474461381419695
23,3,8,6,3,6,3,2,0.0075,0.0075,0.0125,0.0,0.0025,0.0025,0.10999999999999999,0.11750000000000005,0.12749999999999995,101,0.0027158181387933115
23,3,8,6,3,6,3,2,0.2325,0.265,0.27,0.0,0.0,0.0025,0.10999999999999999,0.11750000000000005,0.12749999999999995,110,0.26909207094660714
23,3,8,6,3,6,3,3,0.2,0.225,0.2275,0.0,0.0,0.0,0.10999999999999999,0.11750000000000005,0.12749999999999995,111,0.21033623547821365
24,3,9,8,8,6,1,0,0.1025,0.1025,0.1125,0.09499999999999997,0.09750000000000003,0.09999999999999998,0.09499999999999997,0.09750000000000003,0.09999999999999998,000,0.0871426112340879
24,3,9,8,8,6,1,1,0.3325,0.345,0.37,0.07,0.0725,0.08,0.09499999999999997,0.09750000000000003,0.09999999999999998,001,0.3903194658090108
24,3,9,8,8,6,1,1,0.02,0.035,0.04,0.015,0.0225,0.025,0.09499999999999997,0.09750000000000003,0.09999999999999998,010,0.017033072636525055
24,3,9,8,8,6,1,2,0.06,0.0675,0.0875,0.0,0.0,0.0025,0.09499999999999997,0.09750000000000003,0.09999999999999998,011,0.07629263936922157
24,3,9,8,8,6,1,1,0.055,0.0775,0.08,0.0025,0.005,0.01,0.09499999999999997,0.09750000000000003,0.09999999999999998,100,0.053111393194200524
24,3,9,8,8,6,1,2,0.23,0.2375,0.2375,0.0,0.0025,0.0025,0.09499999999999997,0.09750000000000003,0.09999999999999998,101,0.23789062923815052
24,3,9,8,8,6,1,2,0.0275,0.0375,0.04,0.0,0.0,0.0,0.09499999999999997,0.09750000000000003,0.09999999999999998,110,0.025225033161318418
24,3,9,8,8,6,1,3,0.095,0.0975,0.1025,0.0,0.0,0.0,0.09499999999999997,0.09750000000000003,0.09999999999999998,111,0.11298515535748561
25,4,8,5,5,2,8,0,0.155,0.1625,0.1675,0.11750000000000005,0.135,0.135,0.11750000000000005,0.135,0.135,0000,0.18549441994848345
25,4,8,5,5,2,8,1,0.0325,0.035,0.035,0.07,0.075,0.075,0.11750000000000005,0.135,0.135,0001,0.025418472092450142
25,4,8,5,5,2,8,1,0.0825,0.0875,0.0975,0.015,0.02,0.02,0.11750000000000005,0.135,0.135,0010,0.08487642549426774
25,4,8,5,5,2,8,2,0.01,0.0125,0.015,0.0,0.0,0.0025,0.11750000000000005,0.135,0.135,0011,0.011630695162324248
25,4,8,5,5,2,8,1,0.0675,0.075,0.0825,0.0125,0.015,0.015,0.11750000000000005,0.135,0.135,0100,0.0769022475277252
25,4,8,5,5,2,8,2,0.0125,0.015,0.015,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,0101,0.009184127780945434
25,4,8,5,5,2,8,2,0.0375,0.04,0.0475,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,0110,0.03518805516867555
25,4,8,5,5,2,8,3,0.0075,0.0075,0.0125,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,0111,0.004202368661794468
25,4,8,5,5,2,8,1,0.01,0.01,0.0125,0.015,0.0175,0.0225,0.11750000000000005,0.135,0.135,1000,0.003343760033037018
25,4,8,5,5,2,8,2,0.0425,0.05,0.05,0.0025,0.0025,0.0025,0.11750000000000005,0.135,0.135,1001,0.04422362216466504
25,4,8,5,5,2,8,2,0.01,0.0175,0.0175,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,1010,0.007307669051367064
25,4,8,5,5,2,8,3,0.0725,0.0875,0.1,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,1011,0.09664915898242506
25,4,8,5,5,2,8,2,0.015,0.0175,0.0175,0.0,0.0,0.0025,0.11750000000000005,0.135,0.135,1100,0.00806541873241751
25,4,8,5,5,2,8,3,0.1025,0.1175,0.1225,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,1101,0.1223956082309519
25,4,8,5,5,2,8,3,0.0325,0.035,0.04,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,1110,0.01762668680613157
25,4,8,5,5,2,8,4,0.2225,0.225,0.235,0.0,0.0,0.0,0.11750000000000005,0.135,0.135,1111,0.26749126416233887
26,4,11,10,5,7,9,0,0.1625,0.1675,0.17,0.12,0.13749999999999996,0.14,0.12,0.13749999999999996,0.14,0000,0.16348819199307277
26,4,11,10,5,7,9,1,0.085,0.085,0.1025,0.0675,0.07,0.0725,0.12,0.13749999999999996,0.14,0001,0.11184794334133906
26,4,11,10,5,7,9,1,0.035,0.0475,0.0625,0.02,0.02,0.0225,0.12,0.13749999999999996,0.14,0010,0.0467144824726295
26,4,11,10,5,7,9,2,0.0525,0.055,0.0625,0.0,0.0025,0.005,0.12,0.13749999999999996,0.14,0011,0.051384737442946665
26,4,11,10,5,7,9,1,0.0975,0.1,0.1,0.015,0.02,0.0225,0.12,0.13749999999999996,0.14,0100,0.10690850174568996
26,4,11,10,5,7,9,2,0.0575,0.0775,0.0775,0.0,0.0,0.0025,0.12,0.13749999999999996,0.14,0101,0.07313981456511569
26,4,11,10,5,7,9,2,0.035,0.035,0.0375,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,0110,0.030547621024432897
26,4,11,10,5,7,9,3,0.0325,0.0325,0.0325,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,0111,0.033601602817002515
26,4,11,10,5,7,9,1,0.0525,0.06,0.06,0.015,0.0175,0.0225,0.12,0.13749999999999996,0.14,1000,0.05374996236978619
26,4,11,10,5,7,9,2,0.0525,0.055,0.07,0.0,0.0025,0.0025,0.12,0.13749999999999996,0.14,1001,0.0513692304235709
26,4,11,10,5,7,9,2,0.05,0.06,0.0725,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1010,0.06255233207185783
26,4,11,10,5,7,9,3,0.06,0.06,0.0725,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1011,0.06351660744497797
26,4,11,10,5,7,9,2,0.0375,0.0375,0.0375,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1100,0.03514827508817597
26,4,11,10,5,7,9,3,0.0225,0.035,0.035,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1101,0.033591462438129945
26,4,11,10,5,7,9,3,0.03,0.04,0.045,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1110,0.04090433701037282
26,4,11,10,5,7,9,4,0.04,0.045,0.0475,0.0,0.0,0.0,0.12,0.13749999999999996,0.14,1111,0.041534897750899635
27,5,5,2,7,1,5,0,0.015,0.0175,0.0225,0.13749999999999996,0.14,0.16500000000000004,0.13749999999999996,0.14,0.16500000000000004,00000,0.018730668143847225
27,5,5,2,7,1,5,1,0.0025,0.0025,0.005,0.065,0.065,0.0725,0.13749999999999996,0.14,0.16500000000000004,00001,0.001229946011337899
27,5,5,2,7,1,5,1,0.0175,0.0225,0.0275,0.0175,0.0225,0.0225,0.13749999999999996,0.14,0.16500000000000004,00010,0.02655370539473444
27,5,5,2,7,1,5,2,0.0025,0.005,0.005,0.0,0.0025,0.0025,0.13749999999999996,0.14,0.16500000000000004,00011,0.0017436443689929754
27,5,5,2,7,1,5,1,0.0525,0.0575,0.06,0.0075,0.01,0.0125,0.13749999999999996,0.14,0.16500000000000004,00100,0.053672360438572715
27,5,5,2,7,1,5,2,0.055,0.0625,0.0675,0.0,0.0025,0.0025,0.13749999999999996,0.14,0.16500000000000004,00101,0.06559448149419612
27,5,5,2,7,1,5,2,0.06,0.065,0.09,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,00110,0.07608911951141581
27,5,5,2,7,1,5,3,0.08,0.085,0.095,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,00111,0.0929906249868293
27,5,5,2,7,1,5,1,0.005,0.01,0.0125,0.015,0.0175,0.0225,0.13749999999999996,0.14,0.16500000000000004,01000,0.00024133976488272416
27,5,5,2,7,1,5,2,0.0,0.0025,0.005,0.0,0.0025,0.0025,0.13749999999999996,0.14,0.16500000000000004,01001,0.0001974750703699377
27,5,5,2,7,1,5,2,0.0075,0.01,0.0125,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01010,0.0003421375557729601
27,5,5,2,7,1,5,3,0.0,0.0025,0.0025,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01011,0.00027995236481354594
27,5,5,2,7,1,5,2,0.0025,0.0025,0.005,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01100,0.000691554340158493
27,5,5,2,7,1,5,3,0.01,0.0125,0.015,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01101,0.010531580028342688
27,5,5,2,7,1,5,3,0.0025,0.005,0.005,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01110,0.0009803884235197835
27,5,5,2,7,1,5,4,0.0075,0.01,0.0125,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,01111,0.014930192092776092
27,5,5,2,7,1,5,1,0.01,0.0125,0.015,0.0225,0.025,0.03,0.13749999999999996,0.14,0.16500000000000004,10000,0.0029834463037335434
27,5,5,2,7,1,5,2,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.13749999999999996,0.14,0.16500000000000004,10001,0.0024411901994725355
27,5,5,2,7,1,5,2,0.005,0.015,0.0225,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,10010,0.004229510319757241
27,5,5,2,7,1,5,3,0.0025,0.0025,0.005,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,10011,0.00346077592488873
27,5,5,2,7,1,5,2,0.0025,0.0025,0.005,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,10100,5.594186885435703e-05
27,5,5,2,7,1,5,3,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.13749999999999996,0.14,0.16500000000000004,10101,0.0008519305491448251
